SID,SEASON,BASIN,SUBBASIN,NAME,ISO_TIME,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND
2001251N14332,2001,NA,NA,FELIX,13/09/2001 21:00,27.6577,-47.6152, ,HU,97
2001251N14332,2001,NA,NA,FELIX,14/09/2001 0:00,28.2,-47.2, ,HU,100
2001251N14332,2001,NA,NA,FELIX,14/09/2001 3:00,28.772,-46.9217, ,HU,100
2001251N14332,2001,NA,NA,FELIX,14/09/2001 6:00,29.3,-46.6, ,HU,100
2001251N14332,2001,NA,NA,FELIX,14/09/2001 9:00,29.7226,-46.0947, ,HU,97
2001251N14332,2001,NA,NA,FELIX,14/09/2001 12:00,30.1,-45.5, ,HU,95
2001251N14332,2001,NA,NA,FELIX,14/09/2001 15:00,30.537,-44.9301, ,HU,92
2001251N14332,2001,NA,NA,FELIX,14/09/2001 18:00,30.9,-44.3, ,HU,90
2001251N14332,2001,NA,NA,FELIX,14/09/2001 21:00,31.0875,-43.5642, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 0:00,31.2,-42.8, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 3:00,31.3563,-42.1297, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 6:00,31.5,-41.4, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 9:00,31.5926,-40.4867, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 12:00,31.7,-39.5, ,HU,90
2001251N14332,2001,NA,NA,FELIX,15/09/2001 15:00,31.9148,-38.5285, ,HU,87
2001251N14332,2001,NA,NA,FELIX,15/09/2001 18:00,32.1,-37.6, ,HU,85
2001251N14332,2001,NA,NA,FELIX,15/09/2001 21:00,32.092,-36.7458, ,HU,85
2001251N14332,2001,NA,NA,FELIX,16/09/2001 0:00,32.1,-36, ,HU,85
2001251N14332,2001,NA,NA,FELIX,16/09/2001 3:00,32.2889,-35.3921, ,HU,82
2001251N14332,2001,NA,NA,FELIX,16/09/2001 6:00,32.6,-34.8, ,HU,80
2001251N14332,2001,NA,NA,FELIX,16/09/2001 9:00,32.9706,-34.0281, ,HU,77
2001251N14332,2001,NA,NA,FELIX,16/09/2001 12:00,33.4,-33.3, ,HU,75
2001251N14332,2001,NA,NA,FELIX,16/09/2001 15:00,33.8495,-32.7672, ,HU,72
2001251N14332,2001,NA,NA,FELIX,16/09/2001 18:00,34.3,-32.4, ,HU,70
2001251N14332,2001,NA,NA,FELIX,16/09/2001 21:00,34.7447,-32.1545, ,HU,70
2001251N14332,2001,NA,NA,FELIX,17/09/2001 0:00,35.1,-32, ,HU,70
2001251N14332,2001,NA,NA,FELIX,17/09/2001 3:00,35.3175,-31.8348, ,HU,67
2001251N14332,2001,NA,NA,FELIX,17/09/2001 6:00,35.4,-31.7, ,HU,65
2001251N14332,2001,NA,NA,FELIX,17/09/2001 9:00,35.38,-31.5548, ,HU,62
2001251N14332,2001,NA,NA,FELIX,17/09/2001 12:00,35.3,-31.5, ,TS,60
2001251N14332,2001,NA,NA,FELIX,17/09/2001 15:00,35.2576,-31.62, ,TS,57
2001251N14332,2001,NA,NA,FELIX,17/09/2001 18:00,35.2,-31.8, ,TS,55
2001251N14332,2001,NA,NA,FELIX,17/09/2001 21:00,35.1075,-31.9225, ,TS,50
2001251N14332,2001,NA,NA,FELIX,18/09/2001 0:00,35,-32, ,TS,45
2001251N14332,2001,NA,NA,FELIX,18/09/2001 3:00,34.8925,-32.0225, ,TS,42
2001251N14332,2001,NA,NA,FELIX,18/09/2001 6:00,34.8,-32, ,TS,40
2001251N14332,2001,NA,NA,FELIX,18/09/2001 9:00,34.735,-31.965, ,TS,37
2001251N14332,2001,NA,NA,FELIX,18/09/2001 12:00,34.7,-31.9, ,TS,35
2001251N14332,2001,NA,NA,FELIX,18/09/2001 15:00,34.7,-31.8, ,TS,32
2001251N14332,2001,NA,NA,FELIX,18/09/2001 18:00,34.7,-31.7, ,TD,30
2001251N14332,2001,NA,NA,FELIX,18/09/2001 21:00,34.6625,-31.6375, ,TD,27
2001251N14332,2001,NA,NA,FELIX,19/09/2001 0:00,34.6,-31.6, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,11/09/2001 18:00,25.8,-84.1, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,11/09/2001 21:00,25.7376,-84.3576, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 0:00,25.7,-84.6, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 3:00,25.7,-84.8149, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 6:00,25.7,-85, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 9:00,25.665,-85.1725, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 12:00,25.6,-85.3, ,TD,25
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 15:00,25.5149,-85.3499, ,TD,27
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 18:00,25.4,-85.4, ,TD,30
2001255N26276,2001,NA,GM,GABRIELLE,12/09/2001 21:00,25.2276,-85.5877, ,TD,30
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 0:00,25.1,-85.7, ,TD,30
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 3:00,25.1201,-85.5525, ,TD,30
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 6:00,25.2,-85.3, ,TD,30
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 9:00,25.25,-85.1, ,TD,32
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 12:00,25.3,-84.9, ,TS,35
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 15:00,25.3575,-84.7, ,TS,37
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 18:00,25.4,-84.5, ,TS,40
2001255N26276,2001,NA,GM,GABRIELLE,13/09/2001 21:00,25.3774,-84.3073, ,TS,42
2001255N26276,2001,NA,GM,GABRIELLE,14/09/2001 0:00,25.4,-84.1, ,TS,45
2001255N26276,2001,NA,GM,GABRIELLE,14/09/2001 3:00,25.5022,-83.8941, ,TS,47
2001255N26276,2001,NA,GM,GABRIELLE,14/09/2001 6:00,25.8,-83.6, ,TS,50
2001255N26276,2001,NA,GM,GABRIELLE,14/09/2001 9:00,26.4128,-83.1237, ,TS,55
2001255N26276,2001,NA,GM,GABRIELLE,14/09/2001 12:00,27.1,-82.6,L,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,14/09/2001 15:00,27.6024,-82.1547, ,TS,52
2001255N26276,2001,NA,NA,GABRIELLE,14/09/2001 18:00,28,-81.8, ,TS,45
2001255N26276,2001,NA,NA,GABRIELLE,14/09/2001 21:00,28.3672,-81.5772, ,TS,42
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 0:00,28.6,-81.4, ,TS,40
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 3:00,28.6223,-81.1795, ,TS,40
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 6:00,28.6,-80.9, ,TS,40
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 9:00,28.6823,-80.5444, ,TS,40
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 12:00,28.9,-80.1, ,TS,40
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 15:00,29.3275,-79.5732, ,TS,42
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 18:00,29.8,-79, ,TS,45
2001255N26276,2001,NA,NA,GABRIELLE,15/09/2001 21:00,30.1373,-78.4496, ,TS,47
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 0:00,30.4,-77.9, ,TS,50
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 3:00,30.5838,-77.4083, ,TS,50
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 6:00,30.8,-76.8, ,TS,50
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 9:00,31.1776,-75.9255, ,TS,52
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 12:00,31.6,-74.9, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 15:00,31.9495,-73.8639, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 18:00,32.3,-72.8, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,16/09/2001 21:00,32.6839,-71.7564, ,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 0:00,33.1,-70.7, ,HU,65
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 3:00,33.5123,-69.5835, ,HU,65
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 6:00,34,-68.5, ,HU,65
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 9:00,34.6487,-67.5277, ,HU,67
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 12:00,35.3,-66.6, ,HU,70
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 15:00,35.7944,-65.6411, ,HU,70
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 18:00,36.2,-64.7, ,HU,70
2001255N26276,2001,NA,NA,GABRIELLE,17/09/2001 21:00,36.5426,-63.7387, ,HU,65
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 0:00,36.9,-62.9, ,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 3:00,37.3685,-62.3183, ,TS,57
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 6:00,37.9,-61.8, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 9:00,38.4348,-61.1292, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 12:00,39,-60.4, ,TS,55
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 15:00,39.5848,-59.6491, ,TS,57
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 18:00,40.2,-58.9, ,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,18/09/2001 21:00,40.841,-58.2348, ,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 0:00,41.5,-57.5, ,TS,60
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 3:00,42.1961,-56.5098, ,TS,57
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 6:00,42.8,-55.5, ,EX,55
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 9:00,43.0205,-54.7379, ,EX,57
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 12:00,43.5,-54, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 15:00,44.8993,-53.1513, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 18:00,46.5,-52, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,19/09/2001 21:00,47.6171,-50.2896, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 0:00,48.5,-48.5, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 3:00,49.2445,-47.197, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 6:00,50,-46, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 9:00,50.9621,-44.5364, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 12:00,52,-43, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 15:00,53.0742,-41.4655, ,EX,62
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 18:00,54,-40, ,EX,65
2001255N26276,2001,NA,NA,GABRIELLE,20/09/2001 21:00,54.6471,-38.7074, ,EX,65
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 0:00,55,-37.5, ,EX,65
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 3:00,54.9987,-36.236, ,EX,65
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 6:00,55,-35, ,EX,65
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 9:00,55.3883,-33.6794, ,EX,62
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 12:00,56,-32.5, ,EX,60
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 15:00,56.7243,-31.6511, ,EX,57
2001255N26276,2001,NA,NA,GABRIELLE,21/09/2001 18:00,57.5,-31, ,EX,55
2001263N13278,2001,NA,CS,NOT_NAMED,19/09/2001 18:00,13.4,-81.9, ,TD,30
2001263N13278,2001,NA,CS,NOT_NAMED,19/09/2001 21:00,13.6,-82.7,I,TD,30
2001263N13278,2001,NA,CS,NOT_NAMED,20/09/2001 0:00,13.9,-83.5,L,TD,30
2001263N13278,2001,NA,NA,NOT_NAMED,20/09/2001 3:00,14.207,-84.2997, ,TD,27
2001263N13278,2001,NA,NA,NOT_NAMED,20/09/2001 6:00,14.5,-85.1, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,21/09/2001 12:00,25.1,-64.2, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,21/09/2001 15:00,25.4503,-64.6269, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,21/09/2001 18:00,25.8,-65, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,21/09/2001 21:00,26.1498,-65.2803, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 0:00,26.5,-65.5, ,TD,25
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 3:00,26.8499,-65.7077, ,TD,27
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 6:00,27.2,-65.9, ,TD,30
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 9:00,27.55,-66.1001, ,TD,35
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 12:00,27.9,-66.3, ,TS,40
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 15:00,28.25,-66.5076, ,TS,45
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 18:00,28.6,-66.7, ,TS,50
2001265N25296,2001,NA,NA,HUMBERTO,22/09/2001 21:00,28.9425,-66.8577, ,TS,52
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 0:00,29.3,-67, ,TS,55
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 3:00,29.685,-67.1575, ,TS,55
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 6:00,30.1,-67.3, ,TS,55
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 9:00,30.5425,-67.4298, ,TS,60
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 12:00,31,-67.5, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 15:00,31.45,-67.4875, ,HU,72
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 18:00,31.9,-67.4, ,HU,80
2001265N25296,2001,NA,NA,HUMBERTO,23/09/2001 21:00,32.3425,-67.265, ,HU,82
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 0:00,32.8,-67.1, ,HU,85
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 3:00,33.2774,-66.9645, ,HU,80
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 6:00,33.8,-66.8, ,HU,75
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 9:00,34.4073,-66.5947, ,HU,72
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 12:00,35,-66.3, ,HU,70
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 15:00,35.4724,-65.8945, ,HU,70
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 18:00,35.9,-65.4, ,HU,70
2001265N25296,2001,NA,NA,HUMBERTO,24/09/2001 21:00,36.3501,-64.8499, ,HU,67
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 0:00,36.8,-64.3, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 3:00,37.257,-63.8417, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 6:00,37.7,-63.4, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 9:00,38.115,-62.8923, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 12:00,38.5,-62.4, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 15:00,38.8796,-61.9921, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 18:00,39.2,-61.6, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,25/09/2001 21:00,39.3927,-61.1194, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 0:00,39.6,-60.7, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 3:00,39.9843,-60.5139, ,HU,70
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 6:00,40.4,-60.3, ,HU,75
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 9:00,40.6996,-59.8463, ,HU,82
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 12:00,41,-59.2, ,HU,90
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 15:00,41.4128,-58.4851, ,HU,85
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 18:00,41.8,-57.5, ,HU,80
2001265N25296,2001,NA,NA,HUMBERTO,26/09/2001 21:00,42.0448,-56.1691, ,HU,75
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 0:00,42.2,-54.6, ,HU,70
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 3:00,42.3421,-53.0182, ,HU,67
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 6:00,42.4,-51.3, ,HU,65
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 9:00,42.3688,-49.3781, ,HU,62
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 12:00,42.2,-47.5, ,TS,60
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 15:00,41.8908,-45.9042, ,TS,52
2001265N25296,2001,NA,NA,HUMBERTO,27/09/2001 18:00,41.5,-44.5, ,TS,45
2001278N12302,2001,NA,NA,IRIS,4/10/2001 12:00,12.3,-58.2, ,TD,25
2001278N12302,2001,NA,NA,IRIS,4/10/2001 15:00,12.5407,-59.0722, ,TD,27
2001278N12302,2001,NA,CS,IRIS,4/10/2001 18:00,12.8,-59.9, ,TD,30
2001278N12302,2001,NA,CS,IRIS,4/10/2001 21:00,13.0921,-60.6577, ,TD,30
2001278N12302,2001,NA,CS,IRIS,5/10/2001 0:00,13.4,-61.4, ,TD,30
2001278N12302,2001,NA,CS,IRIS,5/10/2001 3:00,13.6849,-62.2003, ,TD,30
2001278N12302,2001,NA,CS,IRIS,5/10/2001 6:00,14,-63, ,TD,30
2001278N12302,2001,NA,CS,IRIS,5/10/2001 9:00,14.3922,-63.7576, ,TD,32
2001278N12302,2001,NA,CS,IRIS,5/10/2001 12:00,14.8,-64.5, ,TS,35
2001278N12302,2001,NA,CS,IRIS,5/10/2001 15:00,15.1946,-65.235, ,TS,40
2001278N12302,2001,NA,CS,IRIS,5/10/2001 18:00,15.5,-66, ,TS,45
2001278N12302,2001,NA,CS,IRIS,5/10/2001 21:00,15.6302,-66.8655, ,TS,47
2001278N12302,2001,NA,CS,IRIS,6/10/2001 0:00,15.7,-67.7, ,TS,50
2001278N12302,2001,NA,CS,IRIS,6/10/2001 3:00,15.8269,-68.3653, ,TS,52
2001278N12302,2001,NA,CS,IRIS,6/10/2001 6:00,16,-69, ,TS,55
2001278N12302,2001,NA,CS,IRIS,6/10/2001 9:00,16.2422,-69.72, ,TS,55
2001278N12302,2001,NA,CS,IRIS,6/10/2001 12:00,16.5,-70.5, ,TS,55
2001278N12302,2001,NA,CS,IRIS,6/10/2001 15:00,16.7372,-71.3273, ,TS,60
2001278N12302,2001,NA,CS,IRIS,6/10/2001 18:00,16.9,-72.2, ,HU,65
2001278N12302,2001,NA,CS,IRIS,6/10/2001 21:00,16.9301,-73.1304, ,HU,70
2001278N12302,2001,NA,CS,IRIS,7/10/2001 0:00,16.9,-74, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 3:00,16.8691,-74.6579, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 6:00,16.9,-75.3, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 9:00,17.0923,-76.1045, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 12:00,17.3,-77, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 15:00,17.3875,-77.9501, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 18:00,17.4,-78.9, ,HU,75
2001278N12302,2001,NA,CS,IRIS,7/10/2001 21:00,17.3644,-79.7652, ,HU,77
2001278N12302,2001,NA,CS,IRIS,8/10/2001 0:00,17.3,-80.6, ,HU,80
2001278N12302,2001,NA,CS,IRIS,8/10/2001 3:00,17.2496,-81.45, ,HU,85
2001278N12302,2001,NA,CS,IRIS,8/10/2001 6:00,17.2,-82.3, ,HU,90
2001278N12302,2001,NA,CS,IRIS,8/10/2001 9:00,17.1643,-83.1272, ,HU,105
2001278N12302,2001,NA,CS,IRIS,8/10/2001 12:00,17.1,-84, ,HU,120
2001278N12302,2001,NA,CS,IRIS,8/10/2001 15:00,16.9648,-84.9776, ,HU,117
2001278N12302,2001,NA,CS,IRIS,8/10/2001 18:00,16.8,-86, ,HU,115
2001278N12302,2001,NA,CS,IRIS,8/10/2001 21:00,16.6852,-87.0928, ,HU,120
2001278N12302,2001,NA,CS,IRIS,9/10/2001 0:00,16.5,-88, ,HU,125
2001278N12302,2001,NA,CS,IRIS,9/10/2001 2:00,16.3,-88.4,L,HU,125
2001278N12302,2001,NA,CS,IRIS,9/10/2001 3:00,16.2424,-88.7091, ,HU,108
2001278N12302,2001,NA,NA,IRIS,9/10/2001 6:00,16.2,-89.9, ,TS,60
2001278N12302,2001,NA,NA,IRIS,9/10/2001 9:00,16.2,-90.9723, ,TS,45
2001278N12302,2001,NA,NA,IRIS,9/10/2001 12:00,16.2,-91.9, ,TD,30
2001280N11309,2001,NA,NA,JERRY,6/10/2001 12:00,10.6,-50.6, ,TD,25
2001280N11309,2001,NA,NA,JERRY,6/10/2001 15:00,10.7028,-51.3349, ,TD,27
2001280N11309,2001,NA,NA,JERRY,6/10/2001 18:00,10.8,-52.1, ,TD,30
2001280N11309,2001,NA,NA,JERRY,6/10/2001 21:00,10.8923,-52.9202, ,TD,32
2001280N11309,2001,NA,NA,JERRY,7/10/2001 0:00,11,-53.8, ,TS,35
2001280N11309,2001,NA,NA,JERRY,7/10/2001 3:00,11.1348,-54.7276, ,TS,37
2001280N11309,2001,NA,NA,JERRY,7/10/2001 6:00,11.3,-55.7, ,TS,40
2001280N11309,2001,NA,NA,JERRY,7/10/2001 9:00,11.4624,-56.7078, ,TS,42
2001280N11309,2001,NA,NA,JERRY,7/10/2001 12:00,11.7,-57.7, ,TS,45
2001280N11309,2001,NA,NA,JERRY,7/10/2001 15:00,12.0852,-58.697, ,TS,45
2001280N11309,2001,NA,CS,JERRY,7/10/2001 18:00,12.5,-59.5, ,TS,45
2001280N11309,2001,NA,CS,JERRY,7/10/2001 21:00,12.8065,-59.8509, ,TS,45
2001280N11309,2001,NA,CS,JERRY,8/10/2001 0:00,13.1,-60.2, ,TS,45
2001280N11309,2001,NA,CS,JERRY,8/10/2001 3:00,13.4652,-61.0022, ,TS,45
2001280N11309,2001,NA,CS,JERRY,8/10/2001 6:00,13.8,-62, ,TS,45
2001280N11309,2001,NA,CS,JERRY,8/10/2001 9:00,14.0298,-62.9853, ,TS,40
2001280N11309,2001,NA,CS,JERRY,8/10/2001 12:00,14.2,-64, ,TS,35
2001280N11309,2001,NA,CS,JERRY,8/10/2001 15:00,14.3532,-65.0046, ,TS,30
2001280N11309,2001,NA,CS,JERRY,8/10/2001 18:00,14.5,-66, ,TD,25
2001284N28297,2001,NA,NA,KAREN,11/10/2001 6:00,27.5,-63, ,EX,30
2001284N28297,2001,NA,NA,KAREN,11/10/2001 9:00,28.7803,-62.6087, ,EX,32
2001284N28297,2001,NA,NA,KAREN,11/10/2001 12:00,29.8,-62.5, ,EX,35
2001284N28297,2001,NA,NA,KAREN,11/10/2001 15:00,30.3976,-62.8715, ,EX,40
2001284N28297,2001,NA,NA,KAREN,11/10/2001 18:00,30.8,-63.5, ,EX,45
2001284N28297,2001,NA,NA,KAREN,11/10/2001 21:00,31.345,-64.0919, ,EX,52
2001284N28297,2001,NA,NA,KAREN,12/10/2001 0:00,31.8,-64.7, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 3:00,32.0303,-65.3407, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 6:00,32.2,-65.8, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 9:00,32.4771,-65.846, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 12:00,32.8,-65.8, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 15:00,33.1428,-66.0641, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 18:00,33.5,-66.3, ,SS,60
2001284N28297,2001,NA,NA,KAREN,12/10/2001 21:00,33.8497,-66.2975, ,SS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 0:00,34.2,-66.1, ,SS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 3:00,34.5054,-65.7225, ,SS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 6:00,34.9,-65.3, ,TS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 9:00,35.5199,-65.0053, ,TS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 12:00,36.2,-64.8, ,TS,60
2001284N28297,2001,NA,NA,KAREN,13/10/2001 15:00,36.8023,-64.7065, ,TS,62
2001284N28297,2001,NA,NA,KAREN,13/10/2001 18:00,37.3,-64.6, ,HU,65
2001284N28297,2001,NA,NA,KAREN,13/10/2001 21:00,37.6302,-64.3076, ,HU,65
2001284N28297,2001,NA,NA,KAREN,14/10/2001 0:00,37.9,-64, ,HU,65
2001284N28297,2001,NA,NA,KAREN,14/10/2001 3:00,38.2424,-63.7902, ,HU,67
2001284N28297,2001,NA,NA,KAREN,14/10/2001 6:00,38.6,-63.7, ,HU,70
2001284N28297,2001,NA,NA,KAREN,14/10/2001 9:00,38.9425,-63.7621, ,HU,65
2001284N28297,2001,NA,NA,KAREN,14/10/2001 12:00,39.3,-63.9, ,TS,60
2001284N28297,2001,NA,NA,KAREN,14/10/2001 15:00,39.6925,-63.9927, ,TS,57
2001284N28297,2001,NA,NA,KAREN,14/10/2001 18:00,40.1,-64.1, ,TS,55
2001284N28297,2001,NA,NA,KAREN,14/10/2001 21:00,40.4549,-64.221, ,TS,52
2001284N28297,2001,NA,NA,KAREN,15/10/2001 0:00,40.9,-64.4, ,TS,50
2001284N28297,2001,NA,NA,KAREN,15/10/2001 3:00,41.5179,-64.7351, ,TS,47
2001284N28297,2001,NA,NA,KAREN,15/10/2001 6:00,42.3,-65, ,TS,45
2001284N28297,2001,NA,NA,KAREN,15/10/2001 9:00,43.0675,-65.1397, ,TS,42
2001284N28297,2001,NA,NA,KAREN,15/10/2001 12:00,44.2,-64.8,L,TS,40
2001284N28297,2001,NA,NA,KAREN,15/10/2001 15:00,45.9301,-63.6794, ,TS,40
2001284N28297,2001,NA,NA,KAREN,15/10/2001 18:00,48,-62, ,EX,40
2001301N27325,2001,NA,NA,LORENZO,27/10/2001 12:00,27.2,-34.9, ,TD,30
